loan_amnt,int_rate,term_in_months,grade,job_title,home_ownership,annual_inc,loan_status,purpose,did_default
32100,0.2019999999999999,60,E,Engineer,MORTGAGE,67000.0,Fully Paid,debt_consolidation,False
12000,0.0603,36,A,Consultant,OWN,60000.0,Fully Paid,home_improvement,False
20000,0.1335,60,C,Supervisor,MORTGAGE,94672.0,Fully Paid,credit_card,False
5850,0.1099,36,B,Server,RENT,25000.0,Fully Paid,debt_consolidation,False
35000,0.1449,60,C,Manager,RENT,101000.0,Fully Paid,debt_consolidation,False
6000,0.1167,36,B,Sales,RENT,36000.0,Fully Paid,debt_consolidation,False
3000,0.1757,36,D,Nurse,MORTGAGE,92000.0,Charged Off,debt_consolidation,True
21000,0.0649,36,A,Sales Manager,MORTGAGE,250000.0,Fully Paid,debt_consolidation,False
20000,0.1015,36,B,Nurse,MORTGAGE,103000.0,Fully Paid,debt_consolidation,False
5800,0.1249,36,B,Owner,MORTGAGE,48000.0,Fully Paid,medical,False
14375,0.1951999999999999,36,E,Manager,OWN,50000.0,Fully Paid,debt_consolidation,False
5000,0.0917,36,B,Owner,RENT,60000.0,Charged Off,credit_card,True
35000,0.1823999999999999,60,D,Teacher,RENT,88000.0,Charged Off,debt_consolidation,True
17500,0.1951999999999999,60,E,Account Manager,MORTGAGE,208000.0,Fully Paid,home_improvement,False
6000,0.0769,36,A,Truck Driver,RENT,60000.0,Fully Paid,debt_consolidation,False
20000,0.1398,60,C,Manager,MORTGAGE,84350.0,Fully Paid,debt_consolidation,False
9925,0.1167,36,B,Store Manager,RENT,32000.0,Fully Paid,debt_consolidation,False
10000,0.1015,36,B,Manager,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
31500,0.1629,60,D,Supervisor,RENT,86000.0,Charged Off,debt_consolidation,True
6000,0.1335,36,C,Teacher,MORTGAGE,76000.0,Fully Paid,debt_consolidation,False
20000,0.1398,36,C,Paralegal,MORTGAGE,95000.0,Fully Paid,credit_card,False
25000,0.1249,60,B,Manager,MORTGAGE,130000.0,Fully Paid,credit_card,False
33000,0.2019999999999999,60,E,Administrator,RENT,135000.0,Fully Paid,credit_card,False
6500,0.1449,36,C,Manager,RENT,80000.0,Fully Paid,credit_card,False
22375,0.0769,36,A,Nurse,MORTGAGE,64000.0,Fully Paid,credit_card,False
14400,0.1398,60,C,Teacher,OWN,62500.0,Charged Off,debt_consolidation,True
4075,0.1449,36,C,Nurse,MORTGAGE,105000.0,Fully Paid,home_improvement,False
35000,0.1449,36,C,Supervisor,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
18000,0.1699,60,D,Account Manager,OWN,65000.0,Fully Paid,debt_consolidation,False
28000,0.1499,36,C,Director,OWN,109000.0,Fully Paid,credit_card,False
8400,0.1099,36,B,Attorney,RENT,92000.0,Fully Paid,debt_consolidation,False
32500,0.1167,36,B,Controller,MORTGAGE,118300.0,Fully Paid,debt_consolidation,False
33000,0.1499,60,C,Operations Manager,MORTGAGE,96000.0,Charged Off,credit_card,True
5250,0.1561,36,D,Electrician,MORTGAGE,72000.0,Charged Off,home_improvement,True
19500,0.0603,36,A,Project Manager,MORTGAGE,136322.16,Fully Paid,home_improvement,False
4000,0.1898999999999999,36,E,Sales,RENT,60000.0,Fully Paid,small_business,False
10000,0.1167,36,B,Nurse,MORTGAGE,41600.0,Fully Paid,credit_card,False
6425,0.2019999999999999,36,E,Owner,MORTGAGE,30000.0,Fully Paid,other,False
8950,0.1249,36,B,Owner,RENT,20000.0,Fully Paid,debt_consolidation,False
22950,0.1699,60,D,Owner,MORTGAGE,50000.0,Charged Off,credit_card,True
7500,0.1249,36,B,Executive Assistant,RENT,42000.0,Fully Paid,debt_consolidation,False
8000,0.1099,36,B,President,OWN,20000.0,Fully Paid,debt_consolidation,False
13500,0.1823999999999999,36,D,Teacher,MORTGAGE,46727.16,Fully Paid,debt_consolidation,False
35000,0.1398,60,C,Manager,MORTGAGE,105000.0,Fully Paid,credit_card,False
7000,0.1249,36,B,Sales,RENT,62000.0,Fully Paid,debt_consolidation,False
5725,0.1299,36,C,Office Manager,MORTGAGE,38000.0,Fully Paid,debt_consolidation,False
12500,0.2214999999999999,36,E,Sales,MORTGAGE,100000.0,Charged Off,other,True
24000,0.0769,36,A,Teacher,MORTGAGE,74000.0,Fully Paid,credit_card,False
16000,0.1249,36,B,Program Manager,RENT,53148.0,Fully Paid,credit_card,False
7700,0.0839,36,A,Teacher,MORTGAGE,62000.0,Fully Paid,debt_consolidation,False
5600,0.1699,36,D,Sales,RENT,60000.0,Charged Off,credit_card,True
12750,0.1398,60,C,Executive Assistant,MORTGAGE,59600.0,Fully Paid,debt_consolidation,False
7700,0.1099,36,B,Vice President,OWN,30000.0,Fully Paid,debt_consolidation,False
8000,0.1167,36,B,Teacher,RENT,35000.0,Fully Paid,debt_consolidation,False
6000,0.0839,36,A,Manager,MORTGAGE,75000.0,Charged Off,debt_consolidation,True
19500,0.1757,60,D,Office Manager,MORTGAGE,109200.0,Fully Paid,debt_consolidation,False
4850,0.1699,36,D,Sales,MORTGAGE,30000.0,Charged Off,debt_consolidation,True
20000,0.1561,36,D,Owner,RENT,150000.0,Fully Paid,other,False
6000,0.1335,36,C,Sales,RENT,55000.0,Fully Paid,debt_consolidation,False
18000,0.1449,60,C,Sales,OWN,51000.0,Fully Paid,debt_consolidation,False
3500,0.1561,36,D,Nurse,MORTGAGE,85000.0,Fully Paid,medical,False
15000,0.2343,60,F,Manager,OWN,117000.0,Fully Paid,home_improvement,False
10800,0.1398,36,C,Teacher,OWN,32000.0,Charged Off,debt_consolidation,True
5000,0.1167,36,B,Administrator,RENT,90000.0,Fully Paid,credit_card,False
6000,0.0839,36,A,Teacher,RENT,42000.0,Fully Paid,credit_card,False
35000,0.1699,60,D,Controller,MORTGAGE,104000.0,Fully Paid,debt_consolidation,False
19800,0.1629,60,D,Manager,MORTGAGE,85000.0,Fully Paid,credit_card,False
16500,0.1398,60,C,Project Manager,MORTGAGE,112700.0,Fully Paid,debt_consolidation,False
28200,0.2214999999999999,60,E,Driver,MORTGAGE,83000.0,Charged Off,debt_consolidation,True
16900,0.245,60,F,Branch Manager,RENT,65000.0,Fully Paid,debt_consolidation,False
10000,0.2408,60,F,Teacher,OWN,42000.0,Fully Paid,debt_consolidation,False
3250,0.1757,36,D,President,RENT,66000.0,Fully Paid,credit_card,False
20000,0.1499,60,C,Nurse,RENT,71000.0,Fully Paid,debt_consolidation,False
13000,0.1167,60,B,Project Manager,MORTGAGE,120000.0,Fully Paid,debt_consolidation,False
5750,0.1499,36,C,Manager,MORTGAGE,78000.0,Fully Paid,debt_consolidation,False
25000,0.1398,60,C,Teacher,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
16000,0.1757,60,D,Operations Manager,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
28000,0.1299,60,C,Manager,MORTGAGE,160000.0,Fully Paid,debt_consolidation,False
9000,0.0649,36,A,Supervisor,MORTGAGE,34000.0,Fully Paid,debt_consolidation,False
18150,0.1449,60,C,Project Manager,MORTGAGE,82000.0,Fully Paid,debt_consolidation,False
25000,0.1398,60,C,Office Manager,MORTGAGE,103000.0,Fully Paid,debt_consolidation,False
25000,0.0649,36,A,Teacher,MORTGAGE,90000.0,Fully Paid,debt_consolidation,False
4800,0.0712,36,A,Teacher,RENT,40000.0,Fully Paid,credit_card,False
30000,0.1699,60,D,Vice President,MORTGAGE,120000.0,Charged Off,debt_consolidation,True
5500,0.1757,36,D,Operations Manager,MORTGAGE,54000.0,Fully Paid,debt_consolidation,False
10000,0.0603,36,A,Owner,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
15000,0.0712,36,A,Nurse,MORTGAGE,90000.0,Fully Paid,credit_card,False
17225,0.2098999999999999,36,E,Nurse,RENT,48000.0,Charged Off,moving,True
16000,0.0712,36,A,Teacher,MORTGAGE,65000.0,Charged Off,credit_card,True
13000,0.1629,60,D,Engineer,OWN,80000.0,Fully Paid,debt_consolidation,False
25000,0.1699,60,D,Nurse,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
30000,0.1561,60,D,Store Manager,MORTGAGE,100000.0,Fully Paid,credit_card,False
18000,0.1299,36,C,Sales,RENT,50000.0,Fully Paid,credit_card,False
14350,0.1398,36,C,Nurse,RENT,40000.0,Fully Paid,debt_consolidation,False
35000,0.2408,60,F,Nurse,RENT,150000.0,Charged Off,debt_consolidation,True
6575,0.1449,36,C,Office Manager,MORTGAGE,26000.0,Fully Paid,debt_consolidation,False
15000,0.0603,36,A,Nurse,MORTGAGE,120000.0,Fully Paid,debt_consolidation,False
22000,0.0603,36,A,Analyst,RENT,79000.0,Fully Paid,debt_consolidation,False
18000,0.0769,36,A,Teacher,RENT,51600.0,Fully Paid,debt_consolidation,False
25000,0.1398,60,C,Operations Manager,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
13000,0.1951999999999999,36,E,Paralegal,RENT,77000.0,Fully Paid,other,False
28000,0.1099,36,B,Director,RENT,158000.0,Fully Paid,credit_card,False
13000,0.1499,60,C,Nurse,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
11375,0.1398,36,C,General Manager,MORTGAGE,32500.0,Fully Paid,credit_card,False
29850,0.1398,36,C,Nurse,RENT,68000.0,Fully Paid,credit_card,False
4250,0.1449,36,C,Teacher,MORTGAGE,48000.0,Fully Paid,other,False
5500,0.1299,36,C,Supervisor,MORTGAGE,46800.0,Fully Paid,car,False
20375,0.1699,36,D,Controller,MORTGAGE,93000.0,Charged Off,other,True
20000,0.1499,60,C,Nurse,MORTGAGE,55000.0,Fully Paid,debt_consolidation,False
3725,0.1335,36,C,Teacher,RENT,76000.0,Fully Paid,debt_consolidation,False
12000,0.1699,60,D,Manager,MORTGAGE,64000.0,Fully Paid,debt_consolidation,False
22400,0.1699,60,D,Director,MORTGAGE,102700.0,Fully Paid,credit_card,False
10000,0.1398,60,C,Teacher,RENT,59000.0,Fully Paid,debt_consolidation,False
24000,0.0769,36,A,Software Engineer,RENT,200000.0,Fully Paid,credit_card,False
35000,0.1449,36,C,Administrator,MORTGAGE,100000.0,Fully Paid,credit_card,False
22500,0.1167,36,B,Sales,MORTGAGE,207000.0,Fully Paid,debt_consolidation,False
12000,0.1898999999999999,60,E,Administrator,RENT,42073.0,Charged Off,debt_consolidation,True
15325,0.1398,36,C,Owner,OWN,48000.0,Fully Paid,debt_consolidation,False
7200,0.0603,36,A,Operations Manager,MORTGAGE,50000.0,Fully Paid,debt_consolidation,False
2875,0.1398,36,C,Owner,OWN,30000.0,Fully Paid,major_purchase,False
32000,0.1629,60,D,Manager,RENT,100000.0,Fully Paid,debt_consolidation,False
6000,0.1249,36,B,Nurse,MORTGAGE,90000.0,Fully Paid,debt_consolidation,False
23925,0.1629,60,D,Teacher,MORTGAGE,68000.0,Charged Off,debt_consolidation,True
14125,0.1449,36,C,Driver,MORTGAGE,84000.0,Charged Off,credit_card,True
16800,0.1335,60,C,Teacher,MORTGAGE,95000.0,Charged Off,debt_consolidation,True
15000,0.0839,36,A,Accountant,RENT,51000.0,Fully Paid,debt_consolidation,False
4125,0.2019999999999999,36,E,Nurse,RENT,108012.0,Fully Paid,debt_consolidation,False
18000,0.1335,60,C,Manager,RENT,45000.0,Charged Off,debt_consolidation,True
20700,0.1249,36,B,Teacher,RENT,46000.0,Fully Paid,debt_consolidation,False
2000,0.1398,36,C,Truck Driver,RENT,32000.0,Fully Paid,debt_consolidation,False
12000,0.0712,36,A,Supervisor,MORTGAGE,86000.0,Fully Paid,home_improvement,False
15000,0.1099,36,B,Teacher,MORTGAGE,110000.0,Fully Paid,debt_consolidation,False
19750,0.1823999999999999,60,D,Paralegal,RENT,52000.0,Charged Off,credit_card,True
7000,0.0769,36,A,Owner,RENT,25000.0,Fully Paid,credit_card,False
35000,0.1629,60,D,Vice President,MORTGAGE,229933.0,Fully Paid,credit_card,False
8000,0.1015,36,B,Nurse,MORTGAGE,120000.0,Fully Paid,credit_card,False
10400,0.1449,36,C,Attorney,MORTGAGE,149000.0,Fully Paid,debt_consolidation,False
6000,0.1629,36,D,Administrative Assistant,RENT,50000.0,Fully Paid,credit_card,False
16000,0.1099,36,B,Analyst,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
10000,0.1167,36,B,Technician,MORTGAGE,26500.0,Charged Off,debt_consolidation,True
24200,0.0603,36,A,Manager,MORTGAGE,90000.0,Fully Paid,debt_consolidation,False
10000,0.1561,36,D,Accountant,RENT,60000.0,Fully Paid,debt_consolidation,False
27050,0.2408,60,F,Supervisor,MORTGAGE,80000.0,Charged Off,debt_consolidation,True
15000,0.1015,36,B,Driver,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
24000,0.1823999999999999,36,D,Nurse,RENT,105000.0,Charged Off,debt_consolidation,True
20200,0.1757,60,D,Teacher,RENT,45000.0,Fully Paid,credit_card,False
25000,0.1561,60,D,Analyst,OWN,70000.0,Fully Paid,debt_consolidation,False
6500,0.1299,36,C,Police Officer,MORTGAGE,43000.0,Fully Paid,credit_card,False
11925,0.1335,36,C,Teacher,RENT,37000.0,Fully Paid,debt_consolidation,False
5600,0.1561,36,D,General Manager,MORTGAGE,71500.0,Charged Off,debt_consolidation,True
11700,0.1299,36,C,Administrator,MORTGAGE,114000.0,Fully Paid,debt_consolidation,False
7800,0.0603,36,A,Software Engineer,RENT,60000.0,Fully Paid,credit_card,False
4375,0.1561,36,D,Office Manager,RENT,32000.0,Fully Paid,debt_consolidation,False
20000,0.1898999999999999,60,E,Truck Driver,MORTGAGE,56000.0,Charged Off,debt_consolidation,True
30000,0.1823999999999999,60,D,Supervisor,MORTGAGE,106000.0,Charged Off,debt_consolidation,True
2925,0.1335,36,C,President,RENT,78000.0,Fully Paid,car,False
26000,0.1449,60,C,Manager,RENT,95000.0,Fully Paid,debt_consolidation,False
15000,0.0712,36,A,Administrative Assistant,OWN,60000.0,Fully Paid,debt_consolidation,False
16000,0.1015,36,B,General Manager,RENT,70000.0,Fully Paid,credit_card,False
5000,0.1099,36,B,Driver,RENT,50000.0,Charged Off,credit_card,True
17000,0.0769,36,A,Teacher,RENT,48000.0,Fully Paid,credit_card,False
24000,0.1449,60,C,Nurse,MORTGAGE,127000.0,Fully Paid,debt_consolidation,False
18200,0.1167,36,B,Operations Manager,RENT,85000.0,Fully Paid,credit_card,False
17050,0.2589,60,G,Owner,RENT,45000.0,Fully Paid,major_purchase,False
20000,0.1167,36,B,Teacher,RENT,45000.0,Fully Paid,debt_consolidation,False
8000,0.1015,36,B,Assistant Manager,RENT,40000.0,Fully Paid,credit_card,False
9000,0.1167,36,B,Driver,MORTGAGE,57000.0,Fully Paid,other,False
26000,0.0769,36,A,Supervisor,MORTGAGE,120000.0,Fully Paid,debt_consolidation,False
7425,0.1398,36,C,Teacher,MORTGAGE,46000.0,Fully Paid,debt_consolidation,False
21000,0.0839,36,A,Teacher,MORTGAGE,80000.0,Charged Off,debt_consolidation,True
2550,0.1951999999999999,36,E,Supervisor,MORTGAGE,70000.0,Fully Paid,credit_card,False
24000,0.1561,60,D,Teacher,MORTGAGE,83300.0,Fully Paid,debt_consolidation,False
11500,0.1449,36,C,Sales,MORTGAGE,49000.0,Fully Paid,debt_consolidation,False
25000,0.1757,60,D,Truck Driver,MORTGAGE,75000.0,Fully Paid,home_improvement,False
7200,0.1335,36,C,General Manager,RENT,55470.0,Fully Paid,credit_card,False
2600,0.1015,36,B,Nurse,MORTGAGE,93968.0,Fully Paid,home_improvement,False
6550,0.1167,36,B,Operations Manager,MORTGAGE,88000.0,Fully Paid,debt_consolidation,False
24000,0.1499,60,C,Nurse,RENT,91000.0,Fully Paid,debt_consolidation,False
18000,0.0769,36,A,Foreman,RENT,80000.0,Fully Paid,debt_consolidation,False
17000,0.1499,60,C,Director,RENT,69500.0,Charged Off,debt_consolidation,True
28000,0.2214999999999999,60,E,President,MORTGAGE,262000.0,Fully Paid,debt_consolidation,False
19375,0.245,60,F,Police Officer,MORTGAGE,54000.0,Fully Paid,medical,False
20750,0.1898999999999999,60,E,Store Manager,RENT,52000.0,Charged Off,debt_consolidation,True
4800,0.1249,36,B,Teacher,RENT,48411.0,Fully Paid,debt_consolidation,False
35000,0.1629,36,D,Accountant,MORTGAGE,125000.0,Fully Paid,home_improvement,False
20000,0.1499,60,C,Truck Driver,MORTGAGE,120000.0,Fully Paid,major_purchase,False
20000,0.1398,60,C,Teacher,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
2700,0.1449,36,C,Supervisor,RENT,70000.0,Fully Paid,debt_consolidation,False
30000,0.1629,60,D,Driver,RENT,72500.0,Charged Off,credit_card,True
13400,0.1449,36,C,Manager,MORTGAGE,32000.0,Charged Off,debt_consolidation,True
21000,0.1335,60,C,Manager,MORTGAGE,110000.0,Charged Off,debt_consolidation,True
11000,0.1335,36,C,Truck Driver,RENT,73600.0,Fully Paid,debt_consolidation,False
21750,0.2606,60,G,Manager,RENT,85000.0,Fully Paid,debt_consolidation,False
6000,0.0769,36,A,Accountant,RENT,86520.0,Fully Paid,credit_card,False
24500,0.1449,36,C,Program Manager,MORTGAGE,95000.0,Fully Paid,debt_consolidation,False
24625,0.2598999999999999,60,G,Project Manager,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
20000,0.1561,36,D,Teacher,RENT,50000.0,Fully Paid,debt_consolidation,False
17500,0.0839,36,A,Project Manager,MORTGAGE,102000.0,Fully Paid,debt_consolidation,False
12000,0.1099,36,B,Teacher,MORTGAGE,65000.0,Charged Off,debt_consolidation,True
18400,0.1099,36,B,Manager,RENT,75000.0,Fully Paid,credit_card,False
27575,0.1699,60,D,Nurse,MORTGAGE,57498.0,Fully Paid,small_business,False
14000,0.1629,60,D,Project Manager,RENT,96000.0,Fully Paid,credit_card,False
23900,0.1398,36,C,Nurse,RENT,71000.0,Charged Off,house,True
21375,0.1167,36,B,Nurse,OWN,84480.0,Fully Paid,debt_consolidation,False
21000,0.0712,36,A,CEO,RENT,83000.0,Fully Paid,credit_card,False
14275,0.1449,36,C,Nurse,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
9500,0.0603,36,A,Attorney,MORTGAGE,65000.0,Fully Paid,credit_card,False
8000,0.1449,36,C,Nurse,MORTGAGE,55000.0,Charged Off,debt_consolidation,True
12000,0.1449,36,C,Manager,RENT,33600.0,Fully Paid,debt_consolidation,False
35000,0.1951999999999999,36,E,Director,OWN,190000.0,Fully Paid,debt_consolidation,False
4550,0.1299,36,C,Manager,MORTGAGE,105000.0,Fully Paid,other,False
33000,0.1398,60,C,Sales,MORTGAGE,310000.0,Fully Paid,home_improvement,False
8000,0.0917,36,B,Account Manager,OWN,85000.0,Fully Paid,credit_card,False
15000,0.1167,36,B,Sales Manager,RENT,108000.0,Fully Paid,credit_card,False
15000,0.0649,36,A,Teacher,MORTGAGE,75000.0,Fully Paid,credit_card,False
15000,0.0917,36,B,Electrician,RENT,56000.0,Fully Paid,credit_card,False
20000,0.1249,36,B,Owner,RENT,75000.0,Fully Paid,credit_card,False
23000,0.1249,60,B,Teacher,MORTGAGE,130000.0,Fully Paid,debt_consolidation,False
8250,0.0917,36,B,Teacher,RENT,75000.0,Charged Off,debt_consolidation,True
7200,0.1299,36,C,Supervisor,MORTGAGE,81000.0,Charged Off,home_improvement,True
24950,0.1099,36,B,Nurse,MORTGAGE,65000.0,Fully Paid,credit_card,False
25000,0.1167,36,B,Owner,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
35000,0.1561,60,D,Engineer,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
12000,0.1449,36,C,Supervisor,RENT,91000.0,Fully Paid,home_improvement,False
5000,0.0712,36,A,Nurse,RENT,120000.0,Fully Paid,credit_card,False
15000,0.1335,60,C,Teacher,MORTGAGE,69000.0,Fully Paid,debt_consolidation,False
35000,0.1629,36,D,Director,MORTGAGE,116000.0,Fully Paid,debt_consolidation,False
12000,0.1335,36,C,Attorney,RENT,110000.0,Fully Paid,debt_consolidation,False
20000,0.1167,36,B,Supervisor,RENT,60000.0,Fully Paid,debt_consolidation,False
3000,0.1561,36,D,Supervisor,RENT,80000.0,Fully Paid,vacation,False
5675,0.1398,36,C,Supervisor,RENT,65000.0,Fully Paid,debt_consolidation,False
5000,0.1167,36,B,Sales,MORTGAGE,50000.0,Fully Paid,credit_card,False
6000,0.1398,36,C,Nurse,RENT,108000.0,Fully Paid,credit_card,False
9000,0.0603,36,A,Accountant,MORTGAGE,105000.0,Fully Paid,credit_card,False
23500,0.2098999999999999,60,E,Account Manager,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
18000,0.1629,36,D,Driver,MORTGAGE,120000.0,Charged Off,debt_consolidation,True
11000,0.1167,36,B,Teacher,MORTGAGE,54632.0,Fully Paid,credit_card,False
10000,0.1449,36,C,Director,RENT,68000.0,Fully Paid,debt_consolidation,False
18000,0.0712,36,A,Office Manager,OWN,43000.0,Fully Paid,debt_consolidation,False
12100,0.1898999999999999,60,E,Driver,MORTGAGE,87000.0,Charged Off,debt_consolidation,True
10000,0.1099,36,B,Sales,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
30000,0.1099,36,B,Administrator,MORTGAGE,71000.0,Fully Paid,debt_consolidation,False
6000,0.1015,36,B,Project Manager,OWN,102500.0,Fully Paid,home_improvement,False
5000,0.1699,36,D,Owner,RENT,48000.0,Fully Paid,small_business,False
8675,0.1699,36,D,Manager,MORTGAGE,37000.0,Fully Paid,debt_consolidation,False
25000,0.1335,60,C,Teacher,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
7700,0.1167,36,B,Server,RENT,31200.0,Charged Off,credit_card,True
4750,0.1699,36,D,Driver,MORTGAGE,45000.0,Fully Paid,debt_consolidation,False
19375,0.1898999999999999,60,E,Truck Driver,MORTGAGE,54000.0,Fully Paid,debt_consolidation,False
7625,0.1398,36,C,Teacher,MORTGAGE,48000.0,Fully Paid,debt_consolidation,False
15000,0.0839,36,A,Engineer,MORTGAGE,175000.0,Fully Paid,debt_consolidation,False
18000,0.1757,60,D,Administrative Assistant,MORTGAGE,43000.0,Fully Paid,debt_consolidation,False
15000,0.1099,36,B,Paralegal,MORTGAGE,45500.0,Fully Paid,debt_consolidation,False
12000,0.1699,60,D,Executive Assistant,MORTGAGE,43000.0,Fully Paid,debt_consolidation,False
8400,0.1167,36,B,Executive Assistant,MORTGAGE,53500.0,Fully Paid,debt_consolidation,False
12925,0.0839,36,A,Teacher,RENT,50000.0,Fully Paid,debt_consolidation,False
14000,0.1015,36,B,Teacher,OWN,68000.0,Fully Paid,credit_card,False
23000,0.1823999999999999,60,D,Manager,MORTGAGE,68000.0,Charged Off,credit_card,True
6500,0.1629,36,D,General Manager,RENT,50000.0,Fully Paid,debt_consolidation,False
12000,0.2408,36,F,Teacher,RENT,65000.0,Fully Paid,moving,False
10000,0.1398,60,C,Manager,OWN,36000.0,Charged Off,credit_card,True
10000,0.1499,60,C,Manager,RENT,30000.0,Charged Off,credit_card,True
16000,0.0603,36,A,Project Manager,MORTGAGE,140000.0,Fully Paid,debt_consolidation,False
4500,0.1449,36,C,Accountant,OWN,48000.0,Fully Paid,credit_card,False
10150,0.1561,36,D,Engineer,RENT,102000.0,Fully Paid,debt_consolidation,False
28500,0.0769,36,A,Sales Manager,MORTGAGE,240000.0,Fully Paid,credit_card,False
22800,0.1699,60,D,Executive Assistant,RENT,65000.0,Fully Paid,debt_consolidation,False
13600,0.0649,36,A,Nurse,MORTGAGE,58000.0,Fully Paid,credit_card,False
10850,0.1629,36,D,Consultant,OWN,120000.0,Fully Paid,debt_consolidation,False
15000,0.0769,36,A,Nurse,RENT,95000.0,Fully Paid,credit_card,False
25000,0.1099,36,B,President,MORTGAGE,90000.0,Fully Paid,credit_card,False
28000,0.0839,36,A,Driver,MORTGAGE,80000.0,Fully Paid,credit_card,False
18825,0.1823999999999999,60,D,Sales,RENT,45000.0,Charged Off,debt_consolidation,True
10000,0.0917,36,B,Sales Manager,MORTGAGE,116903.0,Fully Paid,debt_consolidation,False
5850,0.0769,36,A,Account Manager,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
13800,0.1167,36,B,Teacher,MORTGAGE,55000.0,Fully Paid,debt_consolidation,False
12150,0.245,36,F,Analyst,RENT,68000.0,Fully Paid,debt_consolidation,False
7350,0.1699,36,D,Owner,RENT,80000.0,Charged Off,small_business,True
25000,0.1561,60,D,Vice President,MORTGAGE,185000.0,Fully Paid,home_improvement,False
19800,0.1561,60,D,Police Officer,MORTGAGE,85000.0,Fully Paid,major_purchase,False
35000,0.1299,36,C,Owner,MORTGAGE,100000.0,Fully Paid,credit_card,False
15000,0.0917,36,B,Electrician,OWN,48000.0,Fully Paid,debt_consolidation,False
30000,0.1449,60,C,Manager,MORTGAGE,83000.0,Fully Paid,credit_card,False
13500,0.1398,36,C,Manager,RENT,68000.0,Fully Paid,debt_consolidation,False
12100,0.1398,60,C,Office Manager,MORTGAGE,102000.0,Fully Paid,debt_consolidation,False
32500,0.1823999999999999,60,D,Vice President,RENT,140000.0,Fully Paid,other,False
30000,0.1299,60,C,Nurse,MORTGAGE,125000.0,Fully Paid,debt_consolidation,False
21725,0.2606,60,G,Sales,RENT,68000.0,Fully Paid,debt_consolidation,False
7250,0.1099,36,B,Teacher,RENT,37000.0,Fully Paid,medical,False
15000,0.1629,60,D,Nurse,RENT,42000.0,Fully Paid,credit_card,False
9875,0.1561,36,D,Teacher,MORTGAGE,45000.0,Fully Paid,debt_consolidation,False
4800,0.1823999999999999,36,D,Owner,OWN,38500.0,Fully Paid,debt_consolidation,False
31500,0.1561,60,D,Operations Manager,MORTGAGE,175000.0,Charged Off,debt_consolidation,True
14000,0.1249,36,B,Manager,MORTGAGE,72800.0,Fully Paid,home_improvement,False
19500,0.0917,36,B,Project Manager,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
25000,0.1757,60,D,Director,MORTGAGE,185000.0,Fully Paid,debt_consolidation,False
3950,0.1561,36,D,Sales,MORTGAGE,125000.0,Fully Paid,other,False
4075,0.2343,36,F,Truck Driver,RENT,37000.0,Charged Off,other,True
10000,0.1757,60,D,Police Officer,RENT,35000.0,Charged Off,debt_consolidation,True
18500,0.1699,60,D,Server,RENT,65000.0,Charged Off,debt_consolidation,True
11000,0.1629,60,D,Teacher,RENT,60000.0,Fully Paid,other,False
12000,0.1499,60,C,Sales,RENT,75000.0,Charged Off,debt_consolidation,True
17000,0.1398,60,C,Sales Manager,MORTGAGE,120000.0,Fully Paid,debt_consolidation,False
5500,0.0917,36,B,Analyst,RENT,70000.0,Fully Paid,debt_consolidation,False
11000,0.1398,60,C,Supervisor,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
5500,0.1499,36,C,Nurse,MORTGAGE,59280.0,Fully Paid,debt_consolidation,False
25000,0.1167,36,B,Police Officer,MORTGAGE,94000.0,Fully Paid,credit_card,False
35000,0.1629,60,D,Vice President,OWN,170000.0,Fully Paid,debt_consolidation,False
7200,0.1335,36,C,Office Manager,RENT,18000.0,Fully Paid,debt_consolidation,False
12000,0.1299,36,C,Nurse,MORTGAGE,92000.0,Fully Paid,credit_card,False
8000,0.1449,36,C,Teacher,MORTGAGE,60000.0,Charged Off,other,True
24000,0.1629,36,D,Mechanic,RENT,89927.0,Fully Paid,debt_consolidation,False
14000,0.1449,36,C,Manager,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
6650,0.1449,36,C,Manager,MORTGAGE,40000.0,Fully Paid,home_improvement,False
35000,0.1398,36,C,Owner,MORTGAGE,120000.0,Fully Paid,small_business,False
10000,0.1299,36,C,Project Manager,RENT,60000.0,Fully Paid,credit_card,False
